index,weibo_id,comment_text,gender,location,like,date,label,category,target,cut
18,IczHYxC8G,我老公第种本来我想当巨婴不知咋的就活成了老妈子他就把我当妈退行到撒娇要不就甩手掌柜啥也不管我要跟他干仗他也不敢攻击我,女,山东,0,22/10/2019 07:26,1,MA,I,老公 第种 本来 巨婴 不知 活成 老妈子 当妈 退行 撒娇 甩手 掌柜 干仗 攻击
19,Icoc9ifRn,女性的解放一定是人的解放同时是男性的解放这是建立很个人主义的前提之下消解权威追求多元回归到人本身尊重个体差异和个体选择以及像戴锦华老师说的那样现代女性主义还是罩着男权的面纱文化上仍然面临着花木兰式的境遇仍然是内在逻辑的置换而非另一种逻辑我们寄希望于女性的生命经验所累积的历史能够成为另外一种资源成为面对由男性主导的现代文明的一种完全不同的力量以便为我们打开可能性,女,海外,2,20/10/2019 18:47,1,SCB,G,女性 解放 解放 男性 解放 这是 建立 个人主义 前提 之下 消解 权威 追求 多元 回归 尊重 个体 差异 个体 选择 锦华 老师 女性主义 男权 面纱 文化 面临 花木兰式 境遇 内在 逻辑 置换 逻辑 希望 女性 生命 经验所 累积 历史 资源 面对 男性 主导 文明 力量 打开 可能性
20,ID26le0w3,是男性将自己的摧毁包装成爱为洛丽塔的命运定下悲剧的基调,女,湖北,6,12/04/2020 23:26,1,MA,G,男性 摧毁 包装 洛丽塔 命运 定下 悲剧 基调
21,I2Dve9JCS,即便你长得非常非常漂亮身材非常非常好失足也是很难还的上巨额赌债的,女,其他,0,17/08/2019 19:06,1,SA,I,漂亮 身材 失足 很难 巨额 赌债
22,GvXf0ymdJ,啥性侵啊她钱他愿的结果钱少付了就变成性侵了哈哈,女,辽宁,0,17/09/2018 08:13,1,SCB,I,性侵 性侵
23,Ga3pi0s8T,田园女权到底啥意思其实只要自己不被洗脑活的比谁都好就是真女权把自己活得精彩让男人汗颜,女,北京,0,20/06/2018 11:44,1,MA,G,田园 女权 洗脑 女权 精彩 男人 汗颜
24,GE0gM7HlU,只要问题不得到有效遏制类型的活动就会隔段时间来一次因而每次都会出现少量被冤枉的男性怎么就不明白呢,女,安徽,7,15/10/2018 11:09,1,MA,G,遏制 类型 活动 时间 每次 都会 少量 冤枉 男性 明白
25,J2XeR8rPn,为什么男的可以叫大叔女的就不能叫阿姨呢网上粉丝巨多且自称或被形容为姨的男性大有和菜头刘仲敬魅惑蓝心哪里看出来有侮辱的意思呢,男,广东,1,21/05/2020 16:59,1,MA,G,大叔女 阿姨 网上 粉丝 巨多 自称 形容 男性 大有 和菜头 仲敬 魅惑 蓝心 侮辱
26,J1tT1oCjS,生孩自由和平权站的角度本来就不同平权要求的是社会地位工作机会平等生孩子是自己家里的事生不生孩子完全是你自己家里说了算再说生孩子就是对女性的压榨吗夫妻携手建立家庭养育孩子孝敬父母这不该是正常人追求的吗,男,山西,0,01/06/2020 16:47,1,SCB,G,生孩 自由 和平 权站 角度 本来 平权 社会 地位 工作 机会 平等 孩子 家里 孩子 家里 孩子 女性 压榨 夫妻 携手 建立 家庭 养育 孩子 孝敬 父母 这不 正常人 追求
27,GjHGrjy2J,然而这只是一个分化阶级内部的好方式而已所以无产阶级早就说了一律平等而资产阶级却发展出各种黑白黄赤男女权利说白了这一套在分化阶级矛盾上是很厉害的,男,海外,0,04/06/2018 00:33,1,MA,G,分化 阶级 内部 方式 无产阶级 早就 一律 平等 资产阶级 发展 黑白 男女 权利 说白了 分化 阶级 矛盾 厉害
28,Hx3CC89Y9,那也是和社会多数保守派有仇啊特指女性有点偏坡既然没有既得利益那自然不会有什么同性恋支持女权运动但仇也说不上吧的是仇女不是带节奏两性矛盾源自于早期社会生产力性别不对等造成的既然都进入现代社会了女性在脑力劳动方面丝毫不比男性弱生产力决定生产关系女性在社会的生产力上地位逐渐突出但历史上男性地位一直主导所以才会出现些许矛盾这种矛盾可以说很大也可以说很小小编固然弱智带两性矛盾的节奏和你的中国行为如出一辙带仇男的节奏同时遭来男性的嘴臭这不是恶性循环吗不缓和解决矛盾天天隔着带节奏,男,广东,0,02/06/2019 18:31,1,MA,G,社会 保守派 特指 女性 偏坡 既得利益 自然 同性恋 支持 女权 运动 仇女 节奏 两性 矛盾 源自于 早期 社会 生产力 性别 对等 社会 女性 脑力 劳动 丝毫 男性 生产力 生产关系 女性 社会 生产力 地位 历史 男性 地位 主导 些许 矛盾 矛盾 小小编 弱智 两性 矛盾 节奏 中国 如出一辙 仇男 节奏 男性 嘴臭 这不 恶性 循环 缓和 解决 矛盾 天天 节奏
29,J1As29WOG,极端的声音更容易被听到吧毕竟要面对的男权太擅长为了自己的利益装傻充愣,女,其他,1,30/05/2020 08:47,1,MA,G,声音 听到 面对 男权 擅长 利益 装傻充愣
30,J2ppapTIa,我最近也在看豆瓣发现豆瓣的姐妹都蛮清醒的女权话题一直在鹅组都有讨论并且也不是负面组规还禁止田园女权的言辞豆瓣男的也都一副假装小清新的嘴脸最少没那么多骂娘的了,女,湖北,4,27/05/2020 01:44,1,MA,G,豆瓣 发现 豆瓣 姐妹 清醒 女权 话题 鹅组 讨论 负面 组规 禁止 田园 女权 言辞 豆瓣 假装 小清新 嘴脸 最少 骂娘
31,Hz8EjrViS,但是李子说的是普遍情况不是特殊行业特殊需求大部分情况下社会并没有给男女相同的机会很多领导明明在实际工作中非常倚仗女性下属但在各种场合都会说女性不行要带孩子要请假搬不动东西麻烦死了招聘时没结婚担心你将来要结婚要请产假结了婚的又担心会为了孩子不停请假不知道之前是不是还有什么讨论但就这条来说觉得你们说的不没盾有些行业是有特殊要求的不能为了形式上的平等而忽略实际需求比如餐饮幼儿教育的从业人员必须有健康证但我们不能说这个是在歧视肺结核病患性别也一样,女,江苏,0,16/06/2019 10:45,1,SCB,G,李子 情况 行业 需求 大部分 情况 社会 男女 机会 领导 明明 工作 倚仗 女性 下属 场合 都会 女性 不行 孩子 请假 东西 麻烦 招聘 结婚 担心 将来 结婚 产假 担心 孩子 不停 请假 讨论 行业 形式 平等 忽略 需求 餐饮 幼儿 教育 从业 人员 健康 证但 歧视 肺结核病 性别
32,IERJNbk9o,他是真的太不会说话不过可能竞技运动之类的人都这样自己在自己的小世界里但是我觉得柯洁微博已经成了仇女集中营了,女,山东,0,25/04/2020 00:52,1,MA,G,说话 竞技 运动 世界 柯洁 微博 仇女 集中营
33,J6OSAdvx8,我觉得女权在一定程度上就是平权当时也对女权要不要叫女权产生过争议因为觉得叫女权听起来很但我现在就,女,其他,0,16/06/2020 01:44,1,MA,G,女权 程度 平权 女权 女权 争议 女权
34,IBVbZ50Ci,我体不体谅我女友最清楚我做好了自己该做的她做好了她该做的在我看来她就是一个讲女权并且真的把女权落在实处的女生王医生独立收入高学历高等等我都承认但她这种错误的言论就是在阻止女性平权运动倘若真的平权就不应该说出这篇微博里这么多功利的行为人活在世上本来就有很多的不平等只有自己抗争才对自怨自艾如同祥林嫂一般于事也是无益吧更何况现在王医生在教唆有损婚姻的事情走的有哪里是平权与抗争体谅是该体谅我说的平权也只是理论上的事实上男性在生活中应该也会承担更多但是谁也没法把这种自愿行为被逼迫成了理所应当吧王医生的言论着实过激我不能认同抗争只有抗争才能争取自己的合法权益自己不发声不反抗那就没有人会去推进法制的进步现在不光女生恐婚我身边的男性朋友也恐微博上女生为了维护自己的利益的过激言论给女性贴上了物质化的标签导致部分男生认为女生重利忘义嫌贫爱富我觉得就是王医生的这样类似的言论才阻碍了女性平权这些就是性别歧视就是要进行抗争的地方啊但同时你也要从用人单位来思考的确很多女性一入职就沾企业的便宜怀孕产假一条龙享受完国企的福利了再离职去高薪私企那就努力争取到平等女性生育相关问题没法平等只能说要求她老公对她照顾体贴但是带孩子就可以要求男性来带了过年大可以小家自己过或者一年去一家至于姓氏一个孩子可以用父母的姓氏合在一起做复姓两个孩子可以一边一个这些都是解决办法啊,男,广东,0,05/04/2020 23:36,1,SCB,G,我体 体谅 女友 做好 做好 女权 女权 实处 女生 医生 独立 收入 学历 承认 错误 言论 阻止 女性 平权 运动 平权 说出 微博 功利 行为人 世上 本来 不平等 抗争 自怨自艾 祥林嫂 一般于事 无益 医生 教唆 有损 婚姻 事情 平权 抗争 体谅 体谅 平权 理论 事实上 男性 生活 承担 没法 自愿 逼迫 理所应当 医生 言论 着实 过激 认同 抗争 抗争 合法 权益 发声 反抗 推进 法制 女生 恐婚 身边 男性 朋友 微博 女生 维护 利益 过激 言论 女性 贴上 物质化 标签 导致 男生 女生 重利忘义 嫌贫爱富 医生 类似 言论 阻碍 女性 平权 性别 歧视 抗争 地方 用人 单位 思考 女性 入职 企业 便宜 怀孕 产假 一条龙 享受 国企 福利 离职 高薪 私企 努力 平等 女性 生育 相关 没法 平等 只能 老公 照顾 体贴 孩子 男性 过年 小家 一家 姓氏 孩子 父母 姓氏 复姓 孩子 解决 办法
35,IBVbZ50Ci,掌管经济是我抨击的点吗我认可女性掌管家中财政但绝不是转移财产换个男性在婚姻中转移共同财产你还能说是忠于婚姻的表现有些行为在婚姻中是错误的即使这能为你带来个人利益但损害了婚姻的共同利益我怼的不是男性女性我怼的就是这种背离婚姻的行为如果担心对方的人品那就别结婚如果想保护好自己那就婚前协议不清不楚的行为算什么你说中年男性干的垃圾事儿可耻那现在她做的事情就完全是对的了值得鼓励这跟她房产证加名要了彩礼再转移共同财产有啥关联嘛如果层主出轨了呢男性的权益谁来保护呢所以应当签订婚前协议谁是过失方谁就净身出户而不是这样子转移共同财产自己阅读层主的话一结婚就一步步你看像是啥意思,男,广东,0,05/04/2020 21:32,1,SCB,G,掌管 经济 抨击 认可 女性 掌管 家中 财政 转移 财产 男性 婚姻 转移 财产 忠于 婚姻 表现 婚姻 错误 带来 利益 损害 婚姻 利益 男性 女性 背离 婚姻 担心 人品 结婚 保护 婚前 协议 不清不楚 中年 男性 垃圾 事儿 可耻 事情 值得 鼓励 房产证 加名 彩礼 转移 财产 关联 层主 出轨 男性 权益 保护 签订 婚前 协议 过失方 净身 出户 这样子 转移 财产 阅读 层主 结婚 一步步
36,IBVbZ50Ci,我的逻辑里男性奋斗可不仅仅是为了自己正如女性生育也不仅仅是为了男性,男,广东,2,05/04/2020 17:50,1,SCB,G,逻辑 男性 奋斗 女性 生育 男性
37,ID26le0w3,因为越是有着强烈贞操观念的女孩子越无法接受自己是被强暴的事实和房思琪一样如果不爱上强暴自己的人她就再没有活下去的理由,女,其他,197,12/04/2020 23:27,1,SCB,G,贞操 观念 孩子 接受 强暴 事实 房思琪 爱上 强暴 理由
38,J4rrW9GNf,我还看到一个百事的说自己是女权的最近在力挺川美侵台军宅和粉红互动得可欢了呢,女,其他,2,31/05/2020 10:27,1,MA,I,百事 女权 力挺川 侵台 军宅 粉红 互动 可欢
39,IBVbZ50Ci,我认识个不婚男反婚男一般三个月到半年换个女朋友生活乐无边,男,浙江,0,09/04/2020 13:49,1,MA,G,不婚男 反婚 半年 女朋友 生活 无边
40,J6XmQqUDz,我好想知道怎么让社会体制变得更加公平有时候即使劝服了部分人权力运行本身还是会将女性推至不利地位,女,海外,2,16/06/2020 23:47,1,SCB,G,社会 体制 公平 有时候 劝服 人权力 运行 女性 推至 不利 地位
41,J3aC7xMdx,我以为看过围城的多少会觉得里面的男性角色普遍更讨厌呢,女,海外,0,23/05/2020 02:41,1,MA,G,围城 男性 角色 讨厌
42,IBVbZ50Ci,还是看个人了身边有女博士快不结婚的也有女同事丁克的也有女同事生两个的,女,福建,0,05/04/2020 17:15,1,SCB,G,身边 博士 结婚 同事 丁克 同事
43,J4n5FkvbD,以及一些嘲人家铁还妄图将之正义化的当之无愧死基佬我这条就是在内涵一个贵一学姐一天天羊水宝拥趸女权斗士追着玟星喊帅哥现在嘲人家铁女团真的有够双标,男,海外,1,31/05/2020 00:10,1,MA,G,妄图 正义化 当之无愧 死基佬 内涵 学姐 一天天 羊水宝 拥趸 女权 斗士 玟星 帅哥 铁女团 双标
44,GnkLghrfD,大部分时候别人都不喜欢听真话反而愿意听一些虚伪的东西现在的社会呵呵可以让男人硬起来,男,其他,0,28/06/2018 11:03,1,MA,G,大部分 喜欢 真话 虚伪 东西 社会 男人
45,HqsHfaCLU,我反而理解不了郑秀文原谅许志安奶茶嘛钱和利益肯定比感情更牢固,女,四川,3,20/04/2019 09:21,1,MA,I,理解 郑秀文 原谅 许志安 奶茶 利益 肯定 感情 牢固
46,J2nCKqAKC,可以理解同性恋无所谓爱喜欢谁喜欢谁但你要承担相应的结果喜欢同性就必然没有孩子别说权利是你自己剥夺了所谓的权利通过代孕和骗婚达成目的未免太恶心了点,女,北京,2,18/05/2020 13:12,1,MA,G,理解 同性恋 无所谓 喜欢 喜欢 承担 喜欢 同性 孩子 权利 剥夺 权利 代孕 骗婚 达成 目的 未免 恶心
47,FiWGNv7on,这种心态其实就是人的常态啊希望借助她人帮她改成自己想要的这就有点像在我国处理家暴接警后把男的抓走然后女的就开始撒泼了我始终记得一句话就是哎呀我就只是希望你们让他改好就行了嘛因为原在这方面的描述有缺失啦我个人是认为双方见过父母可能在相处过程中已经在考虑结婚了虽然有些话难听但是婚姻真的就是家庭的事了养猫可以但是结婚后就要考虑很多事情再只顾虑自己就真的是自私了其实这男的就应该和女方说清楚真的没法接受就别处了而不是网上来求助对啊明明是三观不一致偏偏硬要分个三六九讲真不养猫狗的人不懂这些不是很正常吗我妈也觉得猫狗随便养养就好了这纯粹就只是观念问题啊在我看来很正常啊我只觉得评论很可怕我是讨厌结婚啦但是微博上这种女人结婚就是失败在家生孩子带孩子就是失败的观念到底是咋想的,男,福建,0,27/08/2017 01:05,1,SCB,G,心态 常态 希望 借助 人帮 改成 想要 这就 我国 家暴 接警 抓走 撒泼 始终 记得 一句话 希望 改好 描述 缺失 父母 相处 过程 结婚 难听 婚姻 家庭 养猫 结婚 事情 顾虑 自私 女方 没法 接受 网上 求助 明明 三观 分个 三六九 随便 养养 观念 评论 可怕 讨厌 结婚 微博 女人 结婚 失败 在家 孩子 孩子 失败 观念
48,IBVbZ50Ci,嗯男女都有发声的权力仇女和厌男都不是可取的有这些现象说明离平权还很远不过也难怪因为一直以来女性是被压迫的有过激行为也是一种社会现象但你的言论倒是还算理智和客观我一直支持男女平权作为女性也完全经济独立并时刻维护自己的权力并为随处可见的不公而发表意见出声但我不觉得你说的有什么不好的事实上女权运动的本质从来都是平等而不是反压迫更不是把女权换成当初的男权如果那样那就是矫枉过正更是对自己性别的自卑和不自信,女,江苏,0,05/04/2020 18:25,1,SCB,G,男女 发声 权力 仇女 厌男 可取 现象 平权 女性 压迫 过激 社会 现象 言论 理智 客观 支持 男女 平权 女性 经济 独立 时刻 维护 权力 随处可见 不公 发表 意见 出声 事实上 女权 运动 本质 平等 压迫 女权 换成 当初 男权 矫枉过正 性别 自卑 自信
49,ICFZArIkN,白人的美洲移民及日本移民东北的开拓团也是类似性质的侵略集团扩张战争是国家组织导的种族扩张而大规模移民则是自发的潜意识的种族扩张其结果同样是占领新的土地繁衍自己的人口摧毁别人的文明扩张自己的文明黑绿移民潮所做的事和纳粹德国并没有区别甚至不费一枪一弹是的一个哺乳动物想生育不是本能吗况且生育是男女共同的责任涉及养老经济民族生存与扩张欧洲就是只强调个人的权利而反对一切集体加诸个人的责任我爱中国女性创造人口是整个民族所有个体的责任不分男女无论是从养老的角度经济可持续发展的角度还是从族群扩张的角度我只是反对女权当中的逆向民族主义倾向就类似于欧洲的只要权利不要责任一边反婚反育一边反对养老金改革一边诅咒老年人快点死必然造成黑绿种族入侵文明崩塌,男,广东,0,22/04/2020 12:27,1,SCB,G,白人 美洲 移民 日本 移民 东北 开拓团 类似 性质 侵略 集团 扩张 战争 国家 组织 种族 扩张 大规模 移民 自发 潜意识 种族 扩张 占领 土地 繁衍 人口 摧毁 文明 扩张 文明 黑绿 移民潮 纳粹 德国 区别 哺乳动物 生育 本能 吗况 生育 男女 责任 涉及 养老 经济 民族 生存 扩张 欧洲 权利 反对 集体 加诸 责任 中国 女性 创造 人口 民族 个体 责任 男女 无论是 养老 角度 经济 持续 发展 角度 族群 扩张 角度 反对 女权 逆向 民族主义 倾向 类似于 欧洲 权利 责任 反婚 反育 反对 养老金 改革 诅咒 老年人 黑绿 种族 入侵 文明 崩塌
50,HxEJw1Fvq,因为女性经常处于弱势地位所以才有额外保护啊不过我觉得中国最不平等的一个就是彩礼文化还有男方买房文化自己物化自己,女,海外,4,07/06/2019 05:20,1,SCB,G,女性 处于 弱势 地位 额外 保护 中国 平等 彩礼 文化 男方 文化 物化
51,ID26le0w3,完全同意不让自己爱上就没有活下去的理由但是又是强迫自己爱上这个令人作呕的男人这个强迫背后的恨与痛苦和不得已的爱才会造成星星情绪的反复不定和精神的纹乱归根到底都是鲍某精心设计私欲发泄权利控制的结果,女,其他,1,13/04/2020 00:27,1,MA,I,同意 爱上 理由 强迫 爱上 令人作呕 男人 强迫 背后 痛苦 星星 情绪 反复 精神 纹乱 鲍某 精心 设计 私欲 发泄 权利 控制
52,GpJrTcVW4,我觉得拎不清追求和性骚扰的直男去体验一下被不喜欢的人纠缠不休就能分的清了,男,北京,0,13/07/2018 20:26,1,MA,G,追求 性骚扰 直男 体验 喜欢 纠缠不休
53,Gs0146xAu,男同事对我说路边开的树有一股精液的味道我说你说错了这是臭椿有怪味的是石楠,女,北京,3,30/07/2018 18:32,1,MA,G,同事 路边 精液 味道 说错 这是 臭椿 怪味 石楠
54,IAifa6B01,算了再不说了跟你在这说我浪费了好半天时间不管怎么样也改变不了事实至于事实是啥样我也不知道当年的事情已经过去了再说已经没有意义了你这种消息应该很内幕啊应该不会轻易被透出来的就算欧美那边被透露出来应该也不会传到大陆这边而且我经常上外网也从来没有看到过这个消息你在哪里看到的呀这些东西本来就是欧美国家我们这边是全靠媒体报道什么的谁都不知道真实的内幕至于你说的墙头草这个事我也不知道是哪来的我也从来没有听说过说可以但是不要拿那些子虚乌有的事来说现在关键就是说茶公开谴责从来没有公开说过的不好说他几句是没有问题但是这个话根本就不属实啊真的从来没有公开谴责过关键就是这个公开说的很过呀,女,其他,0,26/03/2020 14:18,1,MA,I,算了 不说 浪费 好半天 时间 改变 事实 事实 啥样 当年 事情 意义 消息 内幕 轻易 欧美 透露 传到 大陆 外网 消息 东西 本来 欧美 国家 媒体 报道 什么的 真实 内幕 墙头 听说 子虚乌有 关键 公开 谴责 公开 好说 属实 公开 谴责 关键 公开
55,J3r1iD8Ef,男女不平等的根本确实是女性先天的生理性弱势导致的真正意义上的平等也确实不可能那就意味着要有一方为此承担更多突然想到了红色药丸说到底还是掌权者的问题他们没有承担该承担的于是压力施加在了整个男性群体身上这种不满大概也是导致性别歧视的一个问题看到一条评论说在一方明显强于另一方的情况下跳出来说要平等不觉得这种中立很搞笑吗我是真的觉得有点搞笑,女,其他,0,24/05/2020 21:07,1,SCB,G,男女 平等 确实 女性 先天 生理性 弱势 导致 意义 平等 确实 意味着 一方 承担 想到 红色 药丸 说到底 掌权者 承担 承担 压力 施加 男性 群体 身上 导致 性别 歧视 评论 一方 强于 一方 情况 平等 中立 搞笑 搞笑
56,HwY8orENo,对于女性在工作生活中受到的歧视我想大部分人都会给予谴责可问题是现在所谓的平权更像是一般温和的女权希望可以通过理智的方式让大众支持女性平权问题是激进极端的田园女权它们希望不平等到平等再到特权,男,山东,1,02/06/2019 08:51,1,MA,G,女性 工作 生活 歧视 大部分 都会 给予 谴责 平权 温和 女权 希望 理智 方式 大众 支持 女性 平权 激进 田园 女权 希望 不平 平等 特权
57,IAvQgCR0D,在不了解真相的时候随波逐流盲目战队难道没错从平权运动变成不就是因为他这样的艺人因为有流量所以把他单拎出来而已老爷子写了整整一本书我就不信他单说了一个人他公开站还捐片酬老爷子肯定觉得他在跟自己划清界限啊这么有名的大导演因为一个莫须有的罪名被自己选中的新人演员捅刀子肯定是不乐意的吧而且也没有很难为他都说不后悔合作了,女,海外,1,28/03/2020 08:55,1,MA,I,真相 随波逐流 盲目 战队 没错 平权 运动 艺人 流量 单拎 老爷子 整整 本书 公开站 片酬 老爷子 肯定 划清 界限 有名 导演 莫须有 罪名 选中 新人 演员 刀子 肯定 乐意 很难 后悔 合作
58,GrH0edfWS,太轻了强奸判三年你告他还有可能被报复应该判一辈子或者阉割,女,江西,3,27/07/2018 21:55,1,SO,I,强奸 三年 报复 一辈子 阉割
59,G6AiAjLnh,中国教授对女学生性骚扰的就多了结果后来还是一个个活的好好的,女,四川,0,11/03/2018 15:08,1,MA,G,中国 教授 学生 性骚扰 一个个 好好
60,HqsHfaCLU,看哭了可怜的姑娘典型的亚洲人强权压迫下的帮凶及所谓的导师都是披着人皮的畜生,女,陕西,41,20/04/2019 09:24,1,MA,G,看哭 可怜 姑娘 典型 亚洲人 强权 压迫 帮凶 导师 畜生
61,J2dPr6MUr,粉圈都有只花钱做数据做周边的中立核心派用来放出去咬人的疯狗派事后收场甩锅装白莲的圣母派女权也有对男人重拳出击的对女人循循善诱的这怎么了嘛就希望她们不要再内耗撕逼了婚女单女不舔男权的都是好女,男,新疆,0,16/05/2020 20:02,1,MA,G,粉圈 花钱 数据 周边 中立 核心派 咬人 疯狗派 事后 收场 锅装 白莲 圣母派 女权 男人 重拳 出击 女人 循循善诱 希望 内耗 撕逼 婚女 单女 男权
