index,weibo_id,comment_text,gender,location,like,date,label,category,target,cut
16,J5oEXarp7,给普京点赞！孩子只有爸爸妈妈，婚姻是一男一女的事。也给我国点赞，我们的婚姻法捍卫中华民族的公序良俗，也是婚姻只在一男一女之间。,男,北京,1,08/06/2020 16:40,1,SCB,G,"['普京', '点赞', '孩子', '爸爸', '妈妈', '婚姻', '我国', '点赞', '婚姻法', '捍卫', '中华民族', '公序', '良俗', '婚姻', '之间']"
17,GqEAOjwtO,有人说韩国的女权太难，其实哪里的女权都难，有些想法早已经根深蒂固，然后生理的原因也限制了女性，有人说女性在家庭中地位很高，事实上主要有性别之分女性总是会被照顾谦让的那个，但是当不被特殊照顾平等对待，女性又会反过来控诉对方自己是女生需要被照顾。这个问题要解决并不简单。,女,四川,0,19/07/2018 19:55,1,SCB,G,"['有人', '韩国', '女权', '女权', '想法', '根深蒂固', '生理', '原因', '女性', '有人', '女性', '家庭', '地位', '事实上', '性别', '女性', '照顾', '谦让', '照顾', '平等', '女性', '控诉', '女生', '照顾', '解决', '简单']"
18,IczHYxC8G,我老公第4种，本来我想当巨婴不知咋的就活成了老妈子，他就把我当妈退行到撒娇，要不就甩手掌柜啥也不管，我要跟他干仗他也不敢攻击我。,女,山东,0,22/10/2019 07:26,1,MA,I,"['老公', '第4', '本来', '巨婴', '不知', '活成', '老妈子', '当妈', '退行', '撒娇', '甩手', '掌柜', '干仗', '攻击']"
19,Icoc9ifRn,"女性的解放，一定是人的解放，同时是男性的解放。这是建立很个人主义的前提之下，消解权威，追求多元，回归到人本身，尊重个体差异和个体选择。,以及，像戴锦华老师说的那样，现代女性主义还是罩着男权的面纱，文化上仍然面临着花木兰式的境遇，仍然是内在逻辑的置换，而非另一种逻辑。我们寄希望于女性的生命经验所累积的历史，能够成为另外一种资源，成为面对由男性主导的现代文明的一种完全不同的力量，以便为我们打开可能性。",女,海外,2,20/10/2019 18:47,1,SCB,G,"['女性', '解放', '解放', '男性', '解放', '这是', '建立', '个人主义', '前提', '之下', '消解', '权威', '追求', '多元', '回归', '尊重', '个体', '差异', '个体', '选择', '戴锦华', '老师', '女性主义', '男权', '面纱', '文化', '面临', '花木兰式', '境遇', '内在', '逻辑', '置换', '逻辑', '希望', '女性', '生命', '经验所', '累积', '历史', '资源', '面对', '男性', '主导', '文明', '力量', '打开', '可能性']"
20,ID26le0w3,“是男性将自己的摧毁包装成爱，为洛丽塔的命运定下悲剧的基调。”,女,湖北,6,12/04/2020 23:26,1,MA,G,"['男性', '摧毁', '包装', '洛丽塔', '命运', '定下', '悲剧', '基调']"
21,I2Dve9JCS,即便你长得非常非常漂亮，身材非常非常好，失足也是很难还的上巨额赌债的。,女,其他,0,17/08/2019 19:06,1,SA,I,"['漂亮', '身材', '失足', '很难', '巨额', '赌债']"
22,GvXf0ymdJ,啥性侵啊，她钱他愿的，结果钱少付了，就变成性侵了，哈哈😄,女,辽宁,0,17/09/2018 08:13,1,SCB,I,"['性侵', '性侵', '哈哈😄']"
23,Ga3pi0s8T,田园女权到底啥意思...btw，其实只要自己不被洗脑，活的比谁都好就是真女权。把自己活得精彩，让男人汗颜。,女,北京,0,20/06/2018 11:44,1,MA,G,"['田园', '女权', '...btw', '洗脑', '女权', '精彩', '男人', '汗颜']"
24,GE0gM7HlU,只要问题不得到有效遏制 metoo类型的活动就会隔段时间来一次 因而每次都会出现少量被冤枉的男性  怎么就不明白呢,女,安徽,7,15/10/2018 11:09,1,MA,G,"['遏制', 'metoo类型', '活动', '时间', '每次', '都会', '少量', '冤枉', '男性', '明白']"
25,J2XeR8rPn,为什么男的可以叫大叔，女的就不能叫阿姨呢？网上粉丝巨多且自称或被形容为姨的男性大V有和菜头、刘仲敬、魅惑蓝心，哪里看出来有侮辱的意思呢,男,广东,1,21/05/2020 16:59,1,MA,G,"['大叔', '阿姨', '网上', '粉丝', '巨多', '自称', '形容', '男性', '大V', '和菜头', '仲敬', '魅惑', '蓝心', '侮辱']"
26,J1tT1oCjS,生孩自由和平权站的角度本来就不同，平权要求的是社会地位、工作机会平等，生孩子是自己家里的事，生不生孩子完全是你自己家里说了算。再说生孩子就是对女性的压榨吗？夫妻携手建立家庭，养育孩子，孝敬父母，这不该是正常人追求的吗？,男,山西,0,01/06/2020 16:47,1,SCB,G,"['生孩', '自由', '和平', '权站', '角度', '本来', '平权', '社会', '地位', '工作', '机会', '平等', '孩子', '家里', '孩子', '家里', '孩子', '女性', '压榨', '夫妻', '携手', '建立', '家庭', '养育', '孩子', '孝敬', '父母', '这不', '正常人', '追求']"
27,GjHGrjy2J,然而这只是一个分化阶级内部的好方式而已。所以无产阶级早就说了一律平等。而资产阶级却发展出各种黑白黄赤男女lgbtqqiaa权利。说白了这一套在分化阶级矛盾上是很厉害的。,男,海外,0,04/06/2018 00:33,1,MA,G,"['分化', '阶级', '内部', '方式', '无产阶级', '早就', '一律', '平等', '资产阶级', '发展', '黑白', '男女', 'lgbtqqia', '权利', '说白了', '分化', '阶级', '矛盾', '厉害']"
28,Hx3CC89Y9,"那也是和社会多数保守派有仇啊，特指女性有点偏坡,既然没有既得利益那自然不会有什么同性恋支持女权运动，但仇也说不上吧。,90的gay是仇女？不是带节奏？两性矛盾源自于早期社会生产力性别不对等造成的，既然都进入现代社会了，女性在脑力劳动方面丝毫不比男性弱，生产力决定生产关系，女性在社会的生产力上地位逐渐突出，但历史上男性地位一直主导，所以才会出现些许矛盾，这种矛盾可以说很大也可以说很小，小编固然弱智。,带两性矛盾的节奏和你⌚️的cherry中国行为如出一辙，带仇男的节奏同时遭来男性的嘴臭，这不是恶性循环吗？不缓和解决矛盾，天天隔着带节奏？",男,广东,0,02/06/2019 18:31,1,MA,G,"['社会', '保守派', '特指', '女性', '偏坡', '既得利益', '自然', '同性恋', '支持', '女权', '运动', '90', 'gay', '仇女', '节奏', '两性', '矛盾', '源自于', '早期', '社会', '生产力', '性别', '对等', '社会', '女性', '脑力', '劳动', '丝毫', '男性', '生产力', '生产关系', '女性', '社会', '生产力', '地位', '历史', '男性', '地位', '主导', '些许', '矛盾', '矛盾', '小编', '弱智', '带两性', '矛盾', '节奏', '⌚️', 'cherry', '中国', '如出一辙', '带仇', '节奏', '男性', '嘴臭', '这不', '恶性', '循环', '缓和', '解决', '矛盾', '天天', '节奏']"
29,J1As29WOG,“极端”的声音更容易被听到吧，毕竟要面对的男权太擅长为了自己的利益装傻充愣。,女,其他,1,30/05/2020 08:47,1,MA,G,"['声音', '听到', '面对', '男权', '擅长', '利益', '装傻充愣']"
30,J2ppapTIa,我最近也在看豆瓣，发现豆瓣的姐妹都蛮清醒的。女权话题一直在鹅组都有讨论，并且也不是负面，组规还禁止“田园女权”的言辞。豆瓣男的也都一副假装小清新的嘴脸，最少没那么多骂娘的了,女,湖北,4,27/05/2020 01:44,1,MA,G,"['豆瓣', '发现', '豆瓣', '姐妹', '清醒', '女权', '话题', '鹅组', '讨论', '负面', '组规', '禁止', '田园', '女权', '言辞', '豆瓣', '假装', '小清新', '嘴脸', '最少', '骂娘']"
31,Hz8EjrViS,"但是李子说的是普遍情况，不是特殊行业，特殊需求。大部分情况下，社会并没有给男女相同的机会。很多领导明明在实际工作中非常倚仗女性下属，但在各种场合都会说女性不行，要带孩子，要请假，搬不动东西。。麻烦死了。招聘时，没结婚担心你将来要结婚、要请产假，结了婚的又担心会为了孩子不停请假。,不知道之前是不是还有什么讨论。但就这条来说，觉得你们说的不没盾。有些行业是有特殊要求的，不能为了形式上的平等，而忽略实际需求。比如餐饮、幼儿教育的从业人员必须有健康证，但我们不能说这个是在歧视肺结核病患。性别也一样。",女,江苏,0,16/06/2019 10:45,1,SCB,G,"['李子', '情况', '行业', '需求', '大部分', '情况', '社会', '男女', '机会', '领导', '明明', '工作', '倚仗', '女性', '下属', '场合', '都会', '女性', '不行', '孩子', '请假', '东西', '。。', '麻烦', '招聘', '结婚', '担心', '将来', '结婚', '产假', '担心', '孩子', '不停', '请假', '讨论', '行业', '形式', '平等', '忽略', '需求', '餐饮', '幼儿', '教育', '从业', '人员', '健康证', '歧视', '肺结核', '病患', '性别']"
32,IERJNbk9o,他是真的太不会说话。不过可能竞技运动之类的人都这样，自己在自己的小世界里。但是我觉得柯洁微博已经成了仇女集中营了,女,山东,0,25/04/2020 00:52,1,MA,G,"['说话', '竞技', '运动', '世界', '柯洁', '微博', '仇女', '集中营']"
33,J6OSAdvx8,我觉得女权在一定程度上就是“平权”，当时也对女权要不要叫“女权”产生过争议（因为觉得叫“女权”听起来很aggressive），但我现在就⬇️,女,其他,0,16/06/2020 01:44,1,MA,G,"['女权', '程度', '平权', '女权', '女权', '争议', '女权', 'aggressive', '⬇️']"
34,IBVbZ50Ci,"我体不体谅，我女友最清楚。我做好了自己该做的，她做好了她该做的。在我看来她就是一个讲女权，并且真的把女权落在实处的女生。王医生独立，收入高，学历高等等我都承认，但她这种错误的言论就是在阻止女性平权运动。倘若真的平权，就不应该说出这篇微博里这么多功利的行为。,人活在世上本来就有很多的不平等，只有自己抗争才对，自怨自艾，如同祥林嫂一般，于事也是无益吧。更何况现在王医生在教唆有损婚姻的事情，走的有哪里是平权与抗争？,体谅是该体谅，我说的平权也只是理论上的，事实上男性在生活中应该也会承担更多。但是谁也没法把这种自愿行为，被逼迫成了理所应当吧？王医生的言论着实过激，我不能认同。,抗争，只有抗争才能争取自己的合法权益！自己不发声，不反抗，那就没有人会去推进法制的进步。,现在不光女生恐婚，我身边的男性朋友也恐。微博上女生为了维护自己的利益的过激言论，给女性贴上了物质化的标签，导致部分男生认为女生重利忘义，嫌贫爱富。我觉得就是王医生的这样类似的言论，才阻碍了女性平权。,这些就是性别歧视，就是要进行抗争的地方啊！！但同时你也要从用人单位来思考，的确很多女性，一入职就沾企业的便宜，怀孕产假一条龙，享受完国企的福利了再离职去高薪私企。,那就努力争取到平等！女性生育相关问题没法平等，只能说要求她老公对她照顾体贴，但是带孩子就可以要求男性来带了，过年大可以小家自己过，或者一年去一家，至于姓氏，一个孩子可以用父母的姓氏合在一起做复姓，两个孩子可以一边一个，这些都是解决办法啊",男,广东,0,05/04/2020 23:36,1,SCB,G,"['我体', '体谅', '女友', '做好', '做好', '女权', '女权', '实处', '女生', '医生', '独立', '收入', '学历', '承认', '错误', '言论', '阻止', '女性', '平权', '运动', '平权', '说出', '微博', '功利', '人活', '世上', '本来', '不平等', '抗争', '自怨自艾', '祥林嫂', '于事', '无益', '医生', '教唆', '有损', '婚姻', '事情', '平权', '抗争', '体谅', '体谅', '平权', '理论', '事实上', '男性', '生活', '承担', '没法', '自愿', '逼迫', '理所应当', '医生', '言论', '着实', '过激', '认同', '抗争', '抗争', '合法', '权益', '发声', '反抗', '推进', '法制', '女生', '恐婚', '身边', '男性', '朋友', '微博', '女生', '维护', '利益', '过激', '言论', '女性', '贴上', '物质化', '标签', '导致', '男生', '女生', '重利忘义', '嫌贫爱富', '医生', '类似', '言论', '阻碍', '女性', '平权', '性别', '歧视', '抗争', '地方', '！！', '用人', '单位', '思考', '女性', '入职', '企业', '便宜', '怀孕', '产假', '一条龙', '享受', '国企', '福利', '离职', '高薪', '私企', '努力', '平等', '女性', '生育', '相关', '没法', '平等', '只能', '老公', '照顾', '体贴', '孩子', '男性', '过年', '小家', '一家', '姓氏', '孩子', '父母', '姓氏', '复姓', '孩子', '解决', '办法']"
35,IBVbZ50Ci,"掌管经济是我抨击的点吗？我认可女性掌管家中财政，但绝不是转移财产。,换个男性，在婚姻中转移共同财产，你还能说是忠于婚姻的表现？有些行为，在婚姻中是错误的，即使这能为你带来个人利益，但损害了婚姻的共同利益。,我怼的不是男性女性，我怼的就是这种背离婚姻的行为！如果担心对方的人品，那就别结婚。如果想保护好自己，那就婚前协议，不清不楚的行为算什么？你说中年男性干的垃圾事儿可耻，那现在她做的事情就完全是对的了？值得鼓励？？,这跟她房产证加名，要了彩礼，再转移共同财产有啥关联嘛？,如果层主出轨了呢？男性的权益谁来保护呢？所以应当签订婚前协议，谁是过失方谁就净身出户，而不是这样子转移共同财产。,自己阅读层主的话，一结婚就一步步，你看像是啥意思？",男,广东,0,05/04/2020 21:32,1,SCB,G,"['掌管', '经济', '抨击', '认可', '女性', '掌管', '家中', '财政', '转移', '财产', '男性', '婚姻', '转移', '财产', '忠于', '婚姻', '表现', '婚姻', '错误', '带来', '利益', '损害', '婚姻', '利益', '男性', '女性', '背离', '婚姻', '担心', '人品', '结婚', '保护', '婚前', '协议', '中年', '男性', '垃圾', '事儿', '可耻', '事情', '值得', '鼓励', '？？', '房产证', '加名', '彩礼', '转移', '财产', '关联', '层主', '出轨', '男性', '权益', '保护', '签订', '婚前', '协议', '过失方', '净身', '出户', '这样子', '转移', '财产', '阅读', '层主', '结婚', '一步步']"
36,IBVbZ50Ci,我的逻辑里，男性奋斗可不仅仅是为了自己。正如女性生育也不仅仅是为了男性。,男,广东,2,05/04/2020 17:50,1,SCB,G,"['逻辑', '男性', '奋斗', '女性', '生育', '男性']"
37,ID26le0w3,“因为越是有着强烈贞操观念的女孩子越无法接受自己是被强暴的事实，和房思琪一样，如果不爱上强暴自己的人，她就再没有活下去的理由。”,女,其他,197,12/04/2020 23:27,1,SCB,G,"['贞操', '观念', '孩子', '接受', '强暴', '事实', '房思琪', '爱上', '强暴', '理由']"
38,J4rrW9GNf,我还看到一个百事256的说自己是女权的，最近在力挺川美侵台军宅，和粉红互动得可欢了呢。,女,其他,2,31/05/2020 10:27,1,MA,I,"['百事256', '女权', '力挺川', '侵台', '军宅', '粉红', '互动', '可欢']"
39,IBVbZ50Ci,我认识3个不婚男，反婚男，一般三个月到半年换个女朋友。生活乐无边。,男,浙江,0,09/04/2020 13:49,1,MA,G,"['不婚男', '反婚', '半年', '女朋友', '生活', '无边']"
40,J6XmQqUDz,我好想知道怎么让社会体制变得更加公平 有时候即使劝服了部分人 权力运行本身还是会将女性推至不利地位,女,海外,2,16/06/2020 23:47,1,SCB,G,"['社会', '体制', '公平', '有时候', '劝服', '权力', '运行', '女性', '推至', '不利', '地位']"
41,J3aC7xMdx,我以为看过围城的多少会觉得里面的男性角色普遍更“讨厌”呢,女,海外,0,23/05/2020 02:41,1,MA,G,"['围城', '男性', '角色', '讨厌']"
42,IBVbZ50Ci,还是看个人了，身边有女博士快40不结婚的，也有女同事丁克的，也有女同事生两个的，,女,福建,0,05/04/2020 17:15,1,SCB,G,"['身边', '博士', '40', '结婚', '同事', '丁克', '同事']"
43,J4n5FkvbD,"以及一些嘲人家铁T还妄图将之正义化的gay，当之无愧死基佬,我这条po就是在内涵一个贵一学姐，一天天羊水宝拥趸女权斗士追着玟星喊帅哥现在嘲人家铁T女团。真的有够双标",男,海外,1,31/05/2020 00:10,1,MA,G,"['铁T', '妄图', '正义化', 'gay', '当之无愧', '死基佬', 'po', '内涵', '学姐', '一天天', '羊水宝', '拥趸', '女权', '斗士', '玟星', '帅哥', '铁T', '女团', '双标']"
44,GnkLghrfD,"大部分时候别人都不喜欢听真话，反而愿意听一些虚伪的东西，现在的社会 呵呵,可以让男人硬起来",男,其他,0,28/06/2018 11:03,1,MA,G,"['大部分', '喜欢', '真话', '虚伪', '东西', '社会', '男人']"
45,HqsHfaCLU,我反而理解不了郑秀文原谅许志安，奶茶嘛，钱和利益肯定比感情更牢固,女,四川,3,20/04/2019 09:21,1,MA,I,"['理解', '郑秀文', '原谅', '许志安', '奶茶', '利益', '肯定', '感情', '牢固']"
46,J2nCKqAKC,可以理解love is love，同性恋无所谓爱喜欢谁喜欢谁，但，你要承担相应的结果。喜欢同性就必然没有孩子，别说权利，是你自己剥夺了所谓的权利。通过代孕和骗婚达成目的未免太恶心了点。,女,北京,2,18/05/2020 13:12,1,MA,G,"['理解', 'love', 'love', '同性恋', '无所谓', '喜欢', '喜欢', '承担', '喜欢', '同性', '孩子', '权利', '剥夺', '权利', '代孕', '骗婚', '达成', '目的', '未免', '恶心']"
47,FiWGNv7on,"这种心态其实就是人的常态啊，希望借助她人帮她改成自己想要的。这就有点像在我国jc处理家暴，接警后把男的抓走，然后女的就开始撒泼了。我始终记得一句话就是，哎呀，我就只是希望你们让他改好就行了,嘛，因为原po在这方面的描述有缺失啦。我个人是认为双方见过父母，可能在相处过程中已经在考虑结婚了。虽然有些话难听，但是婚姻真的就是家庭的事了，养猫可以，但是结婚后就要考虑很多事情，再只顾虑自己就真的是自私了。其实这男的就应该和女方说清楚，真的没法接受就别处了。而不是网上来求助,对啊。明明是三观不一致，偏偏硬要分个三六九，讲真不养猫狗的人不懂这些不是很正常吗。我妈也觉得猫狗随便养养就好了，这纯粹就只是观念问题啊，在我看来很正常啊，我只觉得评论很可怕，我是讨厌结婚啦。但是微博上这种女人结婚就是失败，在家生孩子带孩子就是失败的观念到底是咋想的",男,福建,0,27/08/2017 01:05,1,SCB,G,"['心态', '常态', '希望', '借助', '人帮', '改成', '这就', '我国', 'jc', '家暴', '接警', '抓走', '撒泼', '始终', '记得', '一句话', '希望', '改好', 'po', '描述', '缺失', '父母', '相处', '过程', '结婚', '难听', '婚姻', '家庭', '养猫', '结婚', '事情', '顾虑', '自私', '女方', '没法', '接受', '网上', '求助', '明明', '三观', '分个', '三六九', '随便', '养养', '观念', '评论', '可怕', '讨厌', '结婚', '微博', '女人', '结婚', '失败', '家生', '孩子', '孩子', '失败', '观念']"
48,IBVbZ50Ci,"嗯，男女都有发声的权力，“仇女”和“厌男”都不是可取的，有这些现象说明离平权还很远，不过也难怪，因为一直以来女性是被压迫的，有过激行为也是一种社会现象，但你的言论倒是还算理智和客观。,我一直支持男女平权，作为女性，也完全经济独立并时刻维护自己的权力，并为随处可见的不公而发表意见出声，但我不觉得你说的有什么不好的，事实上，女权运动的本质从来都是平等而不是反压迫，更不是把女权换成当初的男权，如果那样那就是矫枉过正更是对自己性别的自卑和不自信。",女,江苏,0,05/04/2020 18:25,1,SCB,G,"['男女', '发声', '权力', '仇女', '厌男', '可取', '现象', '平权', '女性', '压迫', '过激', '社会', '现象', '言论', '理智', '客观', '支持', '男女', '平权', '女性', '经济', '独立', '时刻', '维护', '权力', '随处可见', '不公', '发表', '意见', '出声', '事实上', '女权', '运动', '本质', '平等', '压迫', '女权', '换成', '当初', '男权', '矫枉过正', '性别', '自卑', '自信']"
49,ICFZArIkN,"白人的美洲移民及日本移民东北的开拓团也是类似性质的侵略集团。扩张战争是国家组织导的种族扩张，而大规模移民则是自发的，潜意识的种族扩张。其结果同样是占领新的土地，繁衍自己的人口，摧毁别人的文明，扩张自己的文明。黑绿移民潮，所做的事和纳粹德国并没有区别。甚至不费一枪一弹。,是的。一个哺乳动物，想生育不是本能吗？况且生育是男女共同的责任，涉及养老、经济、民族生存与扩张。欧洲就是只强调个人的权利而反对一切集体加诸个人的责任。,我爱中国女性。创造人口是整个民族所有个体的责任，不分男女。无论是从养老的角度，经济可持续发展的角度，还是从族群扩张的角度。我只是反对女权当中的逆向民族主义倾向。就类似于欧洲的，只要权利不要责任，一边反婚反育，一边反对养老金改革，一边诅咒老年人快点死。必然造成黑绿种族入侵，文明崩塌",男,广东,0,22/04/2020 12:27,1,SCB,G,"['白人', '美洲', '移民', '日本', '移民', '东北', '开拓团', '类似', '性质', '侵略', '集团', '扩张', '战争', '国家', '组织', '种族', '扩张', '大规模', '移民', '自发', '潜意识', '种族', '扩张', '占领', '土地', '繁衍', '人口', '摧毁', '文明', '扩张', '文明', '移民潮', '纳粹', '德国', '区别', '哺乳动物', '生育', '本能', '生育', '男女', '责任', '涉及', '养老', '经济', '民族', '生存', '扩张', '欧洲', '权利', '反对', '集体', '加诸', '责任', '中国', '女性', '创造', '人口', '民族', '个体', '责任', '男女', '养老', '角度', '经济', '持续', '发展', '角度', '族群', '扩张', '角度', '反对', '女权', '逆向', '民族主义', '倾向', '类似于', '欧洲', '权利', '责任', '反婚', '反育', '反对', '养老金', '改革', '诅咒', '老年人', '黑绿', '种族', '入侵', '文明', '崩塌']"
50,HxEJw1Fvq,因为女性经常处于弱势地位所以才有额外保护啊。不过我觉得中国最不平等的一个就是彩礼文化，还有男方买房文化。自己物化自己,女,海外,4,07/06/2019 05:20,1,SCB,G,"['女性', '处于', '弱势', '地位', '额外', '保护', '中国', '平等', '彩礼', '文化', '男方', '文化', '物化']"
51,ID26le0w3,完全同意，不让自己爱上就没有活下去的理由，但是又是强迫自己爱上这个令人作呕的男人。这个强迫背后的恨与痛苦，和不得已的爱才会造成星星情绪的反复不定和精神的纹乱！归根到底，都是鲍某精心设计，私欲发泄，权利控制的结果！,女,其他,1,13/04/2020 00:27,1,MA,I,"['同意', '爱上', '理由', '强迫', '爱上', '令人作呕', '男人', '强迫', '背后', '痛苦', '星星', '情绪', '反复', '精神', '纹乱', '鲍某', '精心', '设计', '私欲', '发泄', '权利', '控制']"
52,GpJrTcVW4,我觉得拎不清追求和性骚扰的直男，去体验一下被不喜欢的人纠缠不休就能分的清了,男,北京,0,13/07/2018 20:26,1,MA,G,"['追求', '性骚扰', '直男', '体验', '喜欢', '纠缠不休']"
